Account,sentiment_class,total_pnl,avg_pnl,win_rate,avg_leverage,avg_trade_size,trade_count,profit_factor
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Extreme Greed,11.717676000000012,1.673953714285716,0.2857142857142857,9.285714285714286,795.1142857142856,7,1.0970249544517428
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Fear,258.41533,13.600806842105262,1.0,8.210526315789474,1481.3136842105262,19,inf
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Greed,57108.9113,393.85456068965516,0.9862068965517241,6.503448275862069,26158.51675862069,145,1689.4897647954851
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,Neutral,12960.109958,25.01951729343629,0.8822393822393823,9.276061776061775,3786.514382239382,518,26.686458756895345
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Fear,1774.309786,10.624609497005988,0.8083832335329342,10.089820359281438,1946.9755089820358,167,5.5041743728270065
0x8477e447846c758f5a675856001ea72298fd9cb5,Extreme Greed,56071.411052999996,37.380940702,0.8933333333333333,11.012,1262.0671466666668,1500,52.230194132177274
0x8477e447846c758f5a675856001ea72298fd9cb5,Fear,9299.484548,15.923774910958905,0.8253424657534246,11.893835616438356,1099.166301369863,584,11.706481615267686
0x8477e447846c758f5a675856001ea72298fd9cb5,Greed,-24036.539128,-7.140980133095662,0.4025549613784908,12.324717765894237,699.7047266785502,3366,0.5852766205836464
0x8477e447846c758f5a675856001ea72298fd9cb5,Neutral,808.3427170000001,0.8581132876857751,0.6549893842887473,12.628450106157112,983.3030891719745,942,1.089199658414017
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Fear,3425.96095,103.81699848484848,1.0,6.181818181818182,9893.448181818181,33,inf
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Extreme Greed,63520.274683,146.6980939561201,1.0,10.078521939953811,2928.5296304849885,433,inf
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Fear,-621.54506,-88.79215142857143,0.0,2.7142857142857144,35782.68,7,0.0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,Greed,60254.251561,143.80489632696896,0.9665871121718377,8.694510739856803,3298.5737708830547,419,1394.0238395566164
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Fear,1011.258943,16.310628112903228,0.9838709677419355,9.46774193548387,1443.5774193548389,62,959.7846586330153
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Extreme Greed,47791.247782,31.236109661437908,0.9679738562091503,10.273856209150328,1945.373732026144,1530,44.53906479767139
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Fear,12934.469345,17.40843788021534,0.9959623149394348,11.437415881561238,2058.8738088829073,743,639.99551933867
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,Greed,35098.877549,25.070626820714285,0.9921428571428571,9.652857142857142,1750.6722214285714,1400,311.27301042981156
